epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_K_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_K_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       403, 7755.958,     0.01,        0.0002583,       1.3369e-05,         0.025843,       0.0177,       0.0122,       0.0105,      0.00981,       0.0126,      0.00294,       0.00021539,       6.5682e-08,         0.021539,       0.0151,       0.0102,       0.0111,       0.0103,       0.0117,     0.000202
       404, 7775.144,     0.01,       0.00025492,        1.284e-05,         0.025505,       0.0175,       0.0121,       0.0105,       0.0099,       0.0125,      0.00289,       0.00021512,       2.4984e-08,         0.021512,       0.0151,       0.0102,       0.0111,       0.0103,       0.0117,     0.000128
       405, 7794.415,     0.01,       0.00027596,        8.125e-06,         0.027604,       0.0185,        0.013,       0.0104,      0.00983,       0.0129,       0.0023,       0.00021511,       3.5069e-08,         0.021511,       0.0151,       0.0102,       0.0111,       0.0102,       0.0117,     0.000152
       406, 7813.592,     0.01,        0.0002625,       1.2656e-05,         0.026263,       0.0178,       0.0123,       0.0104,       0.0102,       0.0127,      0.00287,       0.00021506,       2.9883e-08,         0.021506,       0.0151,       0.0102,       0.0111,       0.0103,       0.0117,     0.000139
       407, 7832.800,     0.01,       0.00028021,       1.0589e-05,         0.028032,       0.0188,       0.0129,       0.0105,         0.01,        0.013,      0.00261,       0.00021489,       4.4107e-08,         0.021489,       0.0151,       0.0102,       0.0111,       0.0102,       0.0117,     0.000172
       408, 7852.087,     0.01,       0.00027567,        1.124e-05,         0.027578,       0.0183,        0.013,       0.0105,       0.0102,        0.013,       0.0027,       0.00021453,       3.1144e-08,         0.021453,        0.015,       0.0102,       0.0111,       0.0102,       0.0116,     0.000142
       409, 7871.286,     0.01,       0.00026355,       9.8728e-06,         0.026365,       0.0178,       0.0123,       0.0106,       0.0103,       0.0127,      0.00253,         0.000214,        2.449e-08,           0.0214,        0.015,       0.0102,        0.011,       0.0103,       0.0116,     0.000126
       410, 7890.658,     0.01,       0.00028802,       2.1624e-05,         0.028824,       0.0188,        0.013,       0.0105,       0.0108,       0.0133,      0.00374,       0.00021441,       2.2279e-08,         0.021441,        0.015,       0.0102,       0.0111,       0.0102,       0.0116,      0.00012
       411, 7909.903,     0.01,        0.0002919,       1.0938e-05,         0.029201,       0.0193,       0.0131,       0.0102,       0.0104,       0.0133,      0.00266,       0.00021325,       3.4494e-08,         0.021325,        0.015,       0.0102,       0.0111,       0.0102,       0.0116,     0.000144
       412, 7929.103,     0.01,       0.00030313,       1.4563e-05,         0.030327,       0.0197,       0.0135,       0.0105,       0.0103,       0.0135,      0.00307,       0.00021369,       4.4465e-08,         0.021369,        0.015,       0.0102,       0.0111,       0.0102,       0.0116,     0.000171
       413, 7948.258,     0.01,         0.000246,       1.4975e-05,         0.024615,       0.0171,       0.0119,       0.0103,      0.00979,       0.0123,      0.00311,       0.00021355,        3.407e-08,         0.021355,        0.015,       0.0102,        0.011,       0.0102,       0.0116,      0.00015
       414, 7967.521,     0.01,       0.00025975,       1.2494e-05,         0.025987,       0.0178,       0.0122,       0.0107,      0.00969,       0.0126,      0.00285,       0.00021378,       2.7525e-08,         0.021378,        0.015,       0.0101,       0.0111,       0.0103,       0.0116,      0.00013
       415, 7986.700,     0.01,       0.00025208,       9.2814e-06,         0.025217,       0.0176,        0.012,       0.0103,      0.00983,       0.0124,      0.00245,       0.00021289,       2.9602e-08,         0.021289,        0.015,       0.0101,       0.0111,       0.0102,       0.0116,      0.00014
       416, 8005.939,     0.01,       0.00025016,       8.8167e-06,         0.025025,       0.0176,       0.0122,       0.0102,      0.00937,       0.0123,      0.00239,         0.000212,       2.7085e-08,           0.0212,        0.015,       0.0101,        0.011,       0.0102,       0.0116,      0.00013
       417, 8025.091,     0.01,       0.00026751,       1.9273e-05,         0.026771,       0.0181,       0.0126,       0.0105,         0.01,       0.0128,      0.00352,        0.0002114,       8.2134e-08,          0.02114,        0.015,       0.0101,        0.011,       0.0101,       0.0116,     0.000228
       418, 8044.258,     0.01,       0.00027397,       1.5229e-05,         0.027413,       0.0186,       0.0127,       0.0105,      0.00974,       0.0129,      0.00314,       0.00021138,       2.8107e-08,         0.021138,        0.015,       0.0101,        0.011,       0.0101,       0.0116,     0.000134
       419, 8063.435,     0.01,       0.00027013,       1.3069e-05,         0.027026,       0.0182,       0.0125,       0.0105,       0.0102,       0.0128,      0.00291,       0.00021133,       3.1256e-08,         0.021133,       0.0149,       0.0101,        0.011,       0.0102,       0.0116,      0.00014
       420, 8082.632,     0.01,       0.00025798,       1.1586e-05,         0.025809,       0.0177,       0.0125,       0.0103,      0.00978,       0.0126,      0.00274,       0.00021059,       5.6848e-08,         0.021059,       0.0149,       0.0101,        0.011,       0.0101,       0.0115,     0.000191
       421, 8101.829,     0.01,       0.00027769,       1.2897e-05,         0.027782,       0.0181,       0.0125,        0.011,       0.0107,       0.0131,       0.0029,       0.00021135,       2.7401e-08,         0.021135,        0.015,       0.0101,        0.011,       0.0101,       0.0116,      0.00013
       422, 8121.022,     0.01,       0.00029803,       1.6546e-05,         0.029819,       0.0194,       0.0134,       0.0103,       0.0105,       0.0134,      0.00328,        0.0002108,       4.3882e-08,          0.02108,       0.0149,       0.0101,        0.011,       0.0101,       0.0115,     0.000168
       423, 8140.170,     0.01,       0.00026965,       9.8408e-06,         0.026975,       0.0183,       0.0126,       0.0104,       0.0099,       0.0128,      0.00252,       0.00021062,       2.8324e-08,         0.021062,       0.0149,       0.0101,        0.011,       0.0101,       0.0115,     0.000135
       424, 8159.380,     0.01,       0.00025162,       8.5526e-06,          0.02517,       0.0174,        0.012,       0.0105,      0.00993,       0.0124,      0.00236,       0.00020996,       2.4869e-08,         0.020996,       0.0149,       0.0101,        0.011,       0.0101,       0.0115,     0.000128
       425, 8178.625,     0.01,       0.00027469,       1.0081e-05,         0.027479,       0.0183,        0.013,       0.0103,       0.0102,       0.0129,      0.00256,       0.00021018,       4.3528e-08,         0.021018,       0.0149,       0.0101,        0.011,       0.0101,       0.0115,     0.000168
       426, 8197.821,     0.01,       0.00025968,       9.6126e-06,         0.025978,       0.0178,       0.0125,       0.0103,      0.00974,       0.0126,       0.0025,       0.00020951,       2.9925e-08,         0.020951,       0.0149,       0.0101,        0.011,       0.0101,       0.0115,     0.000139
       427, 8217.073,     0.01,        0.0002603,       9.6943e-06,          0.02604,       0.0179,       0.0125,       0.0102,      0.00973,       0.0126,      0.00251,       0.00020862,       3.0071e-08,         0.020862,       0.0149,         0.01,       0.0109,       0.0101,       0.0115,     0.000141
       428, 8236.295,     0.01,       0.00025334,       1.2198e-05,         0.025346,       0.0176,        0.012,       0.0102,       0.0101,       0.0125,      0.00281,       0.00020872,       5.5649e-08,         0.020872,       0.0149,         0.01,       0.0109,       0.0101,       0.0115,     0.000187
       429, 8255.469,     0.01,       0.00024414,       1.1928e-05,         0.024426,       0.0172,       0.0118,         0.01,         0.01,       0.0122,      0.00278,       0.00020824,       3.3641e-08,         0.020824,       0.0149,         0.01,       0.0109,       0.0101,       0.0115,     0.000146
       430, 8274.640,     0.01,       0.00029304,       1.4437e-05,         0.029318,        0.019,       0.0133,       0.0105,       0.0106,       0.0133,      0.00306,        0.0002084,       3.1269e-08,          0.02084,       0.0149,         0.01,       0.0109,       0.0101,       0.0115,     0.000141
       431, 8293.812,     0.01,       0.00026665,       9.3546e-06,         0.026674,       0.0182,       0.0128,       0.0102,      0.00956,       0.0127,      0.00246,       0.00020794,       2.2746e-08,         0.020794,       0.0149,         0.01,       0.0109,         0.01,       0.0115,     0.000121
       432, 8312.983,     0.01,       0.00024512,       9.2124e-06,         0.024521,       0.0172,        0.012,       0.0101,      0.00968,       0.0123,      0.00245,       0.00020769,       3.6537e-08,         0.020769,       0.0148,         0.01,       0.0109,       0.0101,       0.0115,     0.000156
       433, 8332.196,     0.01,       0.00025074,       1.4174e-05,         0.025088,       0.0175,       0.0121,       0.0103,      0.00971,       0.0124,      0.00303,       0.00020723,       3.1881e-08,         0.020723,       0.0148,      0.00999,       0.0109,         0.01,       0.0114,     0.000142
       434, 8351.397,     0.01,       0.00025102,       1.1769e-05,         0.025114,       0.0176,       0.0123,       0.0099,       0.0096,       0.0123,      0.00276,        0.0002072,       3.6395e-08,          0.02072,       0.0148,      0.00999,       0.0109,       0.0101,       0.0114,     0.000149
       435, 8370.572,     0.01,        0.0002324,       6.9439e-06,         0.023247,       0.0169,       0.0116,      0.00971,      0.00943,       0.0119,      0.00212,       0.00020612,       3.5314e-08,         0.020612,       0.0148,      0.00998,       0.0109,         0.01,       0.0114,     0.000149
       436, 8389.759,     0.01,       0.00026032,       1.3928e-05,         0.026046,        0.018,       0.0124,       0.0102,       0.0096,       0.0126,      0.00301,       0.00020588,       6.0454e-08,         0.020588,       0.0148,      0.00997,       0.0109,         0.01,       0.0114,     0.000196
       437, 8408.940,     0.01,       0.00026741,       1.1155e-05,         0.026752,       0.0183,       0.0126,       0.0104,      0.00958,       0.0127,      0.00269,        0.0002062,       2.2622e-08,          0.02062,       0.0148,      0.00997,       0.0109,         0.01,       0.0114,      0.00012
       438, 8428.106,     0.01,       0.00025756,       7.8774e-06,         0.025764,       0.0177,       0.0123,       0.0102,      0.00995,       0.0125,      0.00226,       0.00020565,       2.8571e-08,         0.020565,       0.0148,      0.00997,       0.0109,         0.01,       0.0114,     0.000134
       439, 8447.336,     0.01,       0.00025001,        1.383e-05,         0.025014,       0.0175,        0.012,       0.0104,      0.00965,       0.0124,        0.003,       0.00020593,       2.2856e-08,         0.020593,       0.0148,      0.00996,       0.0109,      0.00999,       0.0114,      0.00012
       440, 8466.536,     0.01,       0.00027667,       1.9441e-05,         0.027686,       0.0189,       0.0128,       0.0104,      0.00955,       0.0129,      0.00355,       0.00020606,       5.1429e-08,         0.020606,       0.0148,      0.00997,       0.0109,      0.00998,       0.0114,     0.000182
       441, 8485.711,     0.01,       0.00029567,       1.8569e-05,         0.029585,       0.0196,       0.0135,       0.0103,      0.00983,       0.0133,      0.00347,       0.00020557,       5.7392e-08,         0.020557,       0.0148,      0.00996,       0.0108,      0.00999,       0.0114,     0.000191
       442, 8504.903,     0.01,       0.00024907,       9.8019e-06,         0.024917,       0.0175,        0.012,       0.0101,      0.00983,       0.0123,      0.00252,       0.00020547,       3.2219e-08,         0.020547,       0.0148,      0.00996,       0.0108,         0.01,       0.0114,     0.000142
